"device_id","timestamp","sensor_type","value","unit"
"humidity_sensor_001","2024-11-13T00:27:30.052085+00:00","humidity","39.63","Percent"
"humidity_sensor_001","2024-11-13T00:27:34.992842+00:00","humidity","34.9","Percent"
"temp_sensor_001","2024-11-13T00:27:28.638084+00:00","temperature","21.46","Celsius"
"temp_sensor_001","2024-11-13T00:27:33.416628+00:00","temperature","24.15","Celsius"
"temp_sensor_001","2024-11-13T00:27:38.928679+00:00","temperature","22.52","Celsius"
"humidity_sensor_001","2024-11-13T00:27:40.543231+00:00","humidity","56.76","Percent"
"humidity_sensor_001","2024-11-13T00:27:45.282231+00:00","humidity","34.19","Percent"
"energy_sensor_001","2024-11-13T00:27:40.962936+00:00","energy","2.98","kWh"
"energy_sensor_001","2024-11-13T00:27:45.852274+00:00","energy","4.46","kWh"
"energy_sensor_001","2024-11-13T00:27:38.542010+00:00","energy","3.11","kWh"
"temp_sensor_001","2024-11-13T00:27:43.643565+00:00","temperature","22.45","Celsius"
"temp_sensor_001","2024-11-13T00:27:48.519298+00:00","temperature","23.24","Celsius"
"temp_sensor_001","2024-11-13T00:27:41.293810+00:00","temperature","21.49","Celsius"
"temp_sensor_001","2024-11-13T00:27:46.000333+00:00","temperature","24.34","Celsius"
"humidity_sensor_001","2024-11-13T00:27:50.183225+00:00","humidity","55.81","Percent"
"humidity_sensor_001","2024-11-13T00:27:54.946999+00:00","humidity","56.19","Percent"
"humidity_sensor_001","2024-11-13T00:27:52.513179+00:00","humidity","40.69","Percent"
"humidity_sensor_001","2024-11-13T00:27:57.535255+00:00","humidity","68.62","Percent"
"temp_sensor_001","2024-11-13T00:27:53.320543+00:00","temperature","23.04","Celsius"
"temp_sensor_001","2024-11-13T00:27:58.084804+00:00","temperature","19.98","Celsius"
"humidity_sensor_001","2024-11-13T00:28:00.647895+00:00","humidity","55.15","Percent"
"humidity_sensor_001","2024-11-13T00:28:06.129871+00:00","humidity","51.84","Percent"
"humidity_sensor_001","2024-11-13T00:28:03.509367+00:00","humidity","34.36","Percent"
"humidity_sensor_001","2024-11-13T00:28:08.653445+00:00","humidity","53.11","Percent"
"temp_sensor_001","2024-11-13T00:28:04.600914+00:00","temperature","23.64","Celsius"
"temp_sensor_001","2024-11-13T00:28:10.073823+00:00","temperature","22.72","Celsius"
"humidity_sensor_001","2024-11-13T00:28:11.295208+00:00","humidity","63.75","Percent"
"humidity_sensor_001","2024-11-13T00:28:17.468262+00:00","humidity","66.01","Percent"
"humidity_sensor_001","2024-11-13T00:28:14.577891+00:00","humidity","40.3","Percent"
"humidity_sensor_001","2024-11-13T00:28:20.177064+00:00","humidity","59.54","Percent"
"temp_sensor_001","2024-11-13T00:28:15.041999+00:00","temperature","19.34","Celsius"
"temp_sensor_001","2024-11-13T00:28:20.222768+00:00","temperature","20.38","Celsius"
"humidity_sensor_001","2024-11-13T00:28:22.935379+00:00","humidity","65.44","Percent"
"humidity_sensor_001","2024-11-13T00:28:29.406955+00:00","humidity","57.78","Percent"
"humidity_sensor_001","2024-11-13T00:28:25.709966+00:00","humidity","46.3","Percent"
"humidity_sensor_001","2024-11-13T00:28:31.972412+00:00","humidity","61.69","Percent"
"temp_sensor_001","2024-11-13T00:28:28.609040+00:00","temperature","22.48","Celsius"
"temp_sensor_001","2024-11-13T00:28:33.307157+00:00","temperature","23.53","Celsius"
"temp_sensor_001","2024-11-13T00:28:25.688457+00:00","temperature","21.65","Celsius"
"temp_sensor_001","2024-11-13T00:28:30.991678+00:00","temperature","23.13","Celsius"
"humidity_sensor_001","2024-11-13T00:28:34.409039+00:00","humidity","49.21","Percent"
"humidity_sensor_001","2024-11-13T00:28:40.165203+00:00","humidity","57.98","Percent"
"humidity_sensor_001","2024-11-13T00:28:36.951580+00:00","humidity","36.33","Percent"
"humidity_sensor_001","2024-11-13T00:28:42.877693+00:00","humidity","33.79","Percent"
"temp_sensor_001","2024-11-13T00:28:38.252669+00:00","temperature","20.09","Celsius"
"temp_sensor_001","2024-11-13T00:28:43.310544+00:00","temperature","18.11","Celsius"
"humidity_sensor_001","2024-11-13T00:28:45.455615+00:00","humidity","51.92","Percent"
"humidity_sensor_001","2024-11-13T00:28:51.048730+00:00","humidity","54.22","Percent"
"humidity_sensor_001","2024-11-13T00:28:56.241971+00:00","humidity","48.01","Percent"
"humidity_sensor_001","2024-11-13T00:28:47.926647+00:00","humidity","40.58","Percent"
"humidity_sensor_001","2024-11-13T00:28:53.718203+00:00","humidity","69.23","Percent"
"temp_sensor_001","2024-11-13T00:28:51.595882+00:00","temperature","23.14","Celsius"
"temp_sensor_001","2024-11-13T00:28:56.691629+00:00","temperature","23.77","Celsius"
"temp_sensor_001","2024-11-13T00:28:59.733776+00:00","temperature","20.5","Celsius"
"humidity_sensor_001","2024-11-13T00:28:58.719401+00:00","humidity","38.94","Percent"
"humidity_sensor_001","2024-11-13T00:29:03.772390+00:00","humidity","40.48","Percent"
"humidity_sensor_001","2024-11-13T00:29:01.272075+00:00","humidity","48.45","Percent"
"humidity_sensor_001","2024-11-13T00:29:06.301956+00:00","humidity","49.07","Percent"
"temp_sensor_001","2024-11-13T00:29:06.055506+00:00","temperature","22.94","Celsius"
"temp_sensor_001","2024-11-13T00:29:11.351659+00:00","temperature","18.73","Celsius"
"energy_sensor_001","2024-11-13T00:29:14.805974+00:00","energy","1.52","kWh"
"energy_sensor_001","2024-11-13T00:29:19.765362+00:00","energy","0.59","kWh"
"energy_sensor_001","2024-11-13T00:29:12.164211+00:00","energy","3.04","kWh"
"energy_sensor_001","2024-11-13T00:29:17.179546+00:00","energy","0.6","kWh"
"humidity_sensor_001","2024-11-13T00:29:22.186192+00:00","humidity","64.84","Percent"
"humidity_sensor_001","2024-11-13T00:29:27.580008+00:00","humidity","36.63","Percent"
"energy_sensor_001","2024-11-13T00:29:22.329314+00:00","energy","3.42","kWh"
"energy_sensor_001","2024-11-13T00:29:27.188453+00:00","energy","4.96","kWh"
"energy_sensor_001","2024-11-13T00:29:24.754655+00:00","energy","3.9","kWh"
"temp_sensor_001","2024-11-13T00:29:24.333439+00:00","temperature","23.36","Celsius"
"temp_sensor_001","2024-11-13T00:29:29.241796+00:00","temperature","18.65","Celsius"
"temp_sensor_001","2024-11-13T00:29:26.884784+00:00","temperature","23.6","Celsius"
"temp_sensor_001","2024-11-13T00:29:31.948802+00:00","temperature","19.02","Celsius"
"humidity_sensor_001","2024-11-13T00:29:35.051440+00:00","humidity","48.2","Percent"
"humidity_sensor_001","2024-11-13T00:29:39.956602+00:00","humidity","30.05","Percent"
"humidity_sensor_001","2024-11-13T00:29:32.622217+00:00","humidity","43.06","Percent"
"humidity_sensor_001","2024-11-13T00:29:37.437005+00:00","humidity","49.73","Percent"
"temp_sensor_001","2024-11-13T00:29:37.696856+00:00","temperature","20.87","Celsius"
"temp_sensor_001","2024-11-13T00:29:42.600101+00:00","temperature","23.46","Celsius"
"temp_sensor_001","2024-11-13T00:29:35.350877+00:00","temperature","23.57","Celsius"
"temp_sensor_001","2024-11-13T00:29:40.095807+00:00","temperature","22.54","Celsius"
"energy_sensor_001","2024-11-13T00:29:45.888134+00:00","energy","4.44","kWh"
"energy_sensor_001","2024-11-13T00:29:50.804337+00:00","energy","1.72","kWh"
"energy_sensor_001","2024-11-13T00:29:48.244701+00:00","energy","2.3","kWh"
"energy_sensor_001","2024-11-13T00:29:53.298860+00:00","energy","4.89","kWh"
"temp_sensor_001","2024-11-13T00:29:58.351789+00:00","temperature","21.83","Celsius"
"humidity_sensor_001","2024-11-13T00:29:56.203800+00:00","humidity","41.12","Percent"
"humidity_sensor_001","2024-11-13T00:30:01.368717+00:00","humidity","51.48","Percent"
"humidity_sensor_001","2024-11-13T00:30:06.252210+00:00","humidity","63.96","Percent"
"humidity_sensor_001","2024-11-13T00:29:58.958548+00:00","humidity","38.5","Percent"
"humidity_sensor_001","2024-11-13T00:30:03.816160+00:00","humidity","58.06","Percent"
"temp_sensor_001","2024-11-13T00:30:03.269749+00:00","temperature","20.81","Celsius"
"temp_sensor_001","2024-11-13T00:30:00.782654+00:00","temperature","22.78","Celsius"
"temp_sensor_001","2024-11-13T00:30:08.172554+00:00","temperature","23.8","Celsius"
"energy_sensor_001","2024-11-13T00:30:09.714232+00:00","energy","2.28","kWh"
"energy_sensor_001","2024-11-13T00:30:16.472610+00:00","energy","4.03","kWh"
"energy_sensor_001","2024-11-13T00:30:13.948012+00:00","energy","3.81","kWh"
"temp_sensor_001","2024-11-13T00:30:15.253933+00:00","temperature","24.96","Celsius"
"temp_sensor_001","2024-11-13T00:30:21.429161+00:00","temperature","20.36","Celsius"
"energy_sensor_001","2024-11-13T00:30:21.497400+00:00","energy","1.09","kWh"
"energy_sensor_001","2024-11-13T00:30:26.975882+00:00","energy","0.51","kWh"
"energy_sensor_001","2024-11-13T00:30:18.986440+00:00","energy","3.43","kWh"
"energy_sensor_001","2024-11-13T00:30:24.246328+00:00","energy","2.01","kWh"
"energy_sensor_001","2024-11-13T00:30:29.418543+00:00","energy","0.73","kWh"
"temp_sensor_001","2024-11-13T00:30:31.854496+00:00","temperature","19.77","Celsius"
"humidity_sensor_001","2024-11-13T00:30:31.858555+00:00","humidity","32.36","Percent"
"humidity_sensor_001","2024-11-13T00:30:37.478726+00:00","humidity","66.1","Percent"
"humidity_sensor_001","2024-11-13T00:30:34.621023+00:00","humidity","61.5","Percent"
"humidity_sensor_001","2024-11-13T00:30:40.087151+00:00","humidity","60.05","Percent"
"energy_sensor_001","2024-11-13T00:30:42.924796+00:00","energy","3.53","kWh"
"energy_sensor_001","2024-11-13T00:30:48.175064+00:00","energy","2.84","kWh"
"energy_sensor_001","2024-11-13T00:30:45.485321+00:00","energy","2.02","kWh"
"energy_sensor_001","2024-11-13T00:30:50.794037+00:00","energy","2.13","kWh"
"humidity_sensor_001","2024-11-13T00:30:53.150396+00:00","humidity","65.35","Percent"
"humidity_sensor_001","2024-11-13T00:30:45.322019+00:00","humidity","51.15","Percent"
"humidity_sensor_001","2024-11-13T00:30:50.571283+00:00","humidity","40.72","Percent"
"energy_sensor_001","2024-11-13T00:30:56.141407+00:00","energy","2.76","kWh"
"energy_sensor_001","2024-11-13T00:31:01.555452+00:00","energy","4.07","kWh"
"energy_sensor_001","2024-11-13T00:30:53.334727+00:00","energy","1.02","kWh"
"energy_sensor_001","2024-11-13T00:30:58.758485+00:00","energy","3.7","kWh"
"humidity_sensor_001","2024-11-13T00:30:58.795142+00:00","humidity","43.46","Percent"
"energy_sensor_001","2024-11-13T00:31:04.356163+00:00","energy","0.92","kWh"
"energy_sensor_001","2024-11-13T00:31:20.892480+00:00","energy","4.43","kWh"
"energy_sensor_001","2024-11-13T00:31:26.158107+00:00","energy","1.35","kWh"
"energy_sensor_001","2024-11-13T00:31:07.153716+00:00","energy","2.65","kWh"
"energy_sensor_001","2024-11-13T00:31:23.447623+00:00","energy","2.63","kWh"
"humidity_sensor_001","2024-11-13T00:31:25.037553+00:00","humidity","53.05","Percent"
"temp_sensor_001","2024-11-13T00:31:23.428486+00:00","temperature","19.32","Celsius"
"temp_sensor_001","2024-11-13T00:31:28.801959+00:00","temperature","22.76","Celsius"
"temp_sensor_001","2024-11-13T00:31:20.958554+00:00","temperature","23.12","Celsius"
"temp_sensor_001","2024-11-13T00:31:26.143732+00:00","temperature","20.04","Celsius"
"humidity_sensor_001","2024-11-13T00:31:27.315172+00:00","humidity","33.18","Percent"
"humidity_sensor_001","2024-11-13T00:31:33.345412+00:00","humidity","44.24","Percent"
"temp_sensor_001","2024-11-13T00:31:31.327411+00:00","temperature","24.53","Celsius"
"temp_sensor_001","2024-11-13T00:31:36.238040+00:00","temperature","24.66","Celsius"
"temp_sensor_001","2024-11-13T00:31:41.169010+00:00","temperature","23.15","Celsius"
"temp_sensor_001","2024-11-13T00:31:33.754924+00:00","temperature","22.54","Celsius"
"humidity_sensor_001","2024-11-13T00:31:43.678800+00:00","humidity","58.98","Percent"
"humidity_sensor_001","2024-11-13T00:31:48.434245+00:00","humidity","69.78","Percent"
"humidity_sensor_001","2024-11-13T00:31:41.174490+00:00","humidity","61.37","Percent"
"humidity_sensor_001","2024-11-13T00:31:46.085243+00:00","humidity","63.46","Percent"
"humidity_sensor_001","2024-11-13T00:31:50.725210+00:00","humidity","47.03","Percent"
"temp_sensor_001","2024-11-13T00:31:46.693988+00:00","temperature","18.36","Celsius"
"temp_sensor_001","2024-11-13T00:31:51.425126+00:00","temperature","18.7","Celsius"
"temp_sensor_001","2024-11-13T00:31:44.293431+00:00","temperature","24.63","Celsius"
"temp_sensor_001","2024-11-13T00:31:49.100652+00:00","temperature","24.05","Celsius"
"energy_sensor_001","2024-11-13T00:31:54.072708+00:00","energy","4.64","kWh"
"energy_sensor_001","2024-11-13T00:31:59.222020+00:00","energy","4.23","kWh"
"energy_sensor_001","2024-11-13T00:31:51.750265+00:00","energy","4.54","kWh"
"energy_sensor_001","2024-11-13T00:31:56.939451+00:00","energy","0.8","kWh"
"humidity_sensor_001","2024-11-13T00:32:02.372789+00:00","humidity","46.12","Percent"
"humidity_sensor_001","2024-11-13T00:32:07.621787+00:00","humidity","41.55","Percent"
"humidity_sensor_001","2024-11-13T00:32:12.461947+00:00","humidity","38.86","Percent"
"humidity_sensor_001","2024-11-13T00:32:05.317632+00:00","humidity","30.34","Percent"
"humidity_sensor_001","2024-11-13T00:32:09.892879+00:00","humidity","67.8","Percent"
"energy_sensor_001","2024-11-13T00:32:08.634702+00:00","energy","3.98","kWh"
"temp_sensor_001","2024-11-13T00:32:05.913524+00:00","temperature","19.18","Celsius"
"temp_sensor_001","2024-11-13T00:32:10.635638+00:00","temperature","22.65","Celsius"
"temp_sensor_001","2024-11-13T00:32:15.375874+00:00","temperature","18.58","Celsius"
"humidity_sensor_001","2024-11-13T00:32:14.949881+00:00","humidity","32.4","Percent"
"humidity_sensor_001","2024-11-13T00:32:19.896943+00:00","humidity","50.28","Percent"
"humidity_sensor_001","2024-11-13T00:32:17.418470+00:00","humidity","64.39","Percent"
"humidity_sensor_001","2024-11-13T00:32:22.350084+00:00","humidity","31.88","Percent"
"humidity_sensor_001","2024-11-13T00:32:27.123955+00:00","humidity","35.49","Percent"
"humidity_sensor_001","2024-11-13T00:32:32.109948+00:00","humidity","33.92","Percent"
"humidity_sensor_001","2024-11-13T00:32:24.888415+00:00","humidity","43.58","Percent"
"humidity_sensor_001","2024-11-13T00:32:29.619814+00:00","humidity","59.26","Percent"
"humidity_sensor_001","2024-11-13T00:32:34.784764+00:00","humidity","40.65","Percent"
"energy_sensor_001","2024-11-13T00:32:31.999615+00:00","energy","4.64","kWh"
"temp_sensor_001","2024-11-13T00:32:29.517163+00:00","temperature","20.19","Celsius"
"temp_sensor_001","2024-11-13T00:32:34.808306+00:00","temperature","18.48","Celsius"
"temp_sensor_001","2024-11-13T00:32:32.081507+00:00","temperature","19.64","Celsius"
"temp_sensor_001","2024-11-13T00:32:37.514230+00:00","temperature","20.72","Celsius"
"energy_sensor_001","2024-11-13T00:32:40.199342+00:00","energy","1","kWh"
"energy_sensor_001","2024-11-13T00:32:45.415314+00:00","energy","3.6","kWh"
"energy_sensor_001","2024-11-13T00:32:37.348114+00:00","energy","1.45","kWh"
"temp_sensor_001","2024-11-13T00:32:40.360446+00:00","temperature","22.79","Celsius"
"temp_sensor_001","2024-11-13T00:32:45.631935+00:00","temperature","22.13","Celsius"
"temp_sensor_001","2024-11-13T00:32:42.995193+00:00","temperature","19.87","Celsius"
"energy_sensor_001","2024-11-13T00:32:48.156335+00:00","energy","3.65","kWh"
"energy_sensor_001","2024-11-13T00:32:53.299338+00:00","energy","4.86","kWh"
"energy_sensor_001","2024-11-13T00:32:59.181844+00:00","energy","4.64","kWh"
"energy_sensor_001","2024-11-13T00:32:50.764044+00:00","energy","3.99","kWh"
"energy_sensor_001","2024-11-13T00:32:55.880584+00:00","energy","4.77","kWh"
"temp_sensor_001","2024-11-13T00:32:50.879038+00:00","temperature","18.31","Celsius"
"temp_sensor_001","2024-11-13T00:32:56.879617+00:00","temperature","24.33","Celsius"
"temp_sensor_001","2024-11-13T00:32:53.392943+00:00","temperature","18.02","Celsius"
"temp_sensor_001","2024-11-13T00:32:59.425890+00:00","temperature","20.44","Celsius"
"energy_sensor_001","2024-11-13T00:33:01.910940+00:00","energy","2.68","kWh"
"energy_sensor_001","2024-11-13T00:33:07.542896+00:00","energy","4.97","kWh"
"energy_sensor_001","2024-11-13T00:33:05.027580+00:00","energy","1.26","kWh"
"humidity_sensor_001","2024-11-13T00:33:12.994920+00:00","humidity","43.59","Percent"
"humidity_sensor_001","2024-11-13T00:33:18.220368+00:00","humidity","33.3","Percent"
"humidity_sensor_001","2024-11-13T00:33:10.404459+00:00","humidity","47.91","Percent"
"humidity_sensor_001","2024-11-13T00:33:15.594396+00:00","humidity","56.8","Percent"
"humidity_sensor_001","2024-11-13T00:33:20.680874+00:00","humidity","60.79","Percent"
"temp_sensor_001","2024-11-13T00:33:16.140807+00:00","temperature","24.1","Celsius"
"temp_sensor_001","2024-11-13T00:33:21.063228+00:00","temperature","23.65","Celsius"
"temp_sensor_001","2024-11-13T00:33:13.731652+00:00","temperature","23.43","Celsius"
"temp_sensor_001","2024-11-13T00:33:18.738731+00:00","temperature","20.36","Celsius"
"temp_sensor_001","2024-11-13T00:33:24.232273+00:00","temperature","22.98","Celsius"
"temp_sensor_001","2024-11-13T00:33:26.732370+00:00","temperature","22.88","Celsius"
"temp_sensor_001","2024-11-13T00:33:31.672340+00:00","temperature","23.92","Celsius"
"temp_sensor_001","2024-11-13T00:33:36.969665+00:00","temperature","23.7","Celsius"
"temp_sensor_001","2024-11-13T00:33:29.214887+00:00","temperature","24.84","Celsius"
"temp_sensor_001","2024-11-13T00:33:34.459371+00:00","temperature","18.03","Celsius"
"energy_sensor_001","2024-11-13T00:33:36.877855+00:00","energy","0.66","kWh"
"energy_sensor_001","2024-11-13T00:33:42.011502+00:00","energy","4.58","kWh"
"energy_sensor_001","2024-11-13T00:33:34.289268+00:00","energy","4.96","kWh"
"temp_sensor_001","2024-11-13T00:33:42.022284+00:00","temperature","19.82","Celsius"
"temp_sensor_001","2024-11-13T00:33:47.153673+00:00","temperature","22.41","Celsius"
"temp_sensor_001","2024-11-13T00:33:39.464111+00:00","temperature","20.28","Celsius"
"temp_sensor_001","2024-11-13T00:33:44.622024+00:00","temperature","19.46","Celsius"
"energy_sensor_001","2024-11-13T00:33:47.623752+00:00","energy","4.87","kWh"
"energy_sensor_001","2024-11-13T00:33:52.331819+00:00","energy","4.57","kWh"
"temp_sensor_001","2024-11-13T00:33:51.914858+00:00","temperature","20.74","Celsius"
"temp_sensor_001","2024-11-13T00:33:56.703956+00:00","temperature","19.93","Celsius"
"temp_sensor_001","2024-11-13T00:33:49.585265+00:00","temperature","22.13","Celsius"
"temp_sensor_001","2024-11-13T00:33:54.260583+00:00","temperature","19.68","Celsius"
"energy_sensor_001","2024-11-13T00:34:00.742118+00:00","energy","4.69","kWh"
"energy_sensor_001","2024-11-13T00:34:05.585268+00:00","energy","3.99","kWh"
"temp_sensor_001","2024-11-13T00:34:03.132503+00:00","temperature","21.22","Celsius"
"temp_sensor_001","2024-11-13T00:34:08.523825+00:00","temperature","20.14","Celsius"
"temp_sensor_001","2024-11-13T00:33:59.070216+00:00","temperature","22.2","Celsius"
"temp_sensor_001","2024-11-13T00:34:05.582247+00:00","temperature","23.79","Celsius"
"temp_sensor_001","2024-11-13T00:34:11.250518+00:00","temperature","20.95","Celsius"
"energy_sensor_001","2024-11-13T00:34:08.538416+00:00","energy","0.99","kWh"
"energy_sensor_001","2024-11-13T00:34:14.022176+00:00","energy","0.92","kWh"
"energy_sensor_001","2024-11-13T00:34:11.245549+00:00","energy","2.3","kWh"
"temp_sensor_001","2024-11-13T00:34:14.047223+00:00","temperature","23.31","Celsius"
"temp_sensor_001","2024-11-13T00:34:20.647574+00:00","temperature","23.82","Celsius"
"energy_sensor_001","2024-11-13T00:34:23.089383+00:00","energy","4.78","kWh"
"energy_sensor_001","2024-11-13T00:34:20.358184+00:00","energy","2.47","kWh"
"humidity_sensor_001","2024-11-13T00:34:26.374852+00:00","humidity","50.98","Percent"
"humidity_sensor_001","2024-11-13T00:34:40.056943+00:00","humidity","35.84","Percent"
"humidity_sensor_001","2024-11-13T00:34:45.357323+00:00","humidity","45.21","Percent"
"humidity_sensor_001","2024-11-13T00:34:50.479704+00:00","humidity","41.21","Percent"
"humidity_sensor_001","2024-11-13T00:34:42.925937+00:00","humidity","59.16","Percent"
"humidity_sensor_001","2024-11-13T00:34:48.063891+00:00","humidity","62.69","Percent"
"humidity_sensor_001","2024-11-13T00:34:53.148502+00:00","humidity","46.94","Percent"
"energy_sensor_001","2024-11-13T00:34:44.504126+00:00","energy","2.49","kWh"
"energy_sensor_001","2024-11-13T00:34:49.373352+00:00","energy","4.1","kWh"
"energy_sensor_001","2024-11-13T00:34:46.960542+00:00","energy","2.44","kWh"
"energy_sensor_001","2024-11-13T00:34:51.746092+00:00","energy","3.05","kWh"
"energy_sensor_001","2024-11-13T00:34:54.273495+00:00","energy","4.65","kWh"
"energy_sensor_001","2024-11-13T00:34:59.284154+00:00","energy","2.6","kWh"
"energy_sensor_001","2024-11-13T00:35:04.485513+00:00","energy","1.67","kWh"
"energy_sensor_001","2024-11-13T00:34:56.575183+00:00","energy","4.06","kWh"
"energy_sensor_001","2024-11-13T00:35:02.180202+00:00","energy","2.79","kWh"
"temp_sensor_001","2024-11-13T00:35:01.066980+00:00","temperature","22.3","Celsius"
"temp_sensor_001","2024-11-13T00:35:06.194424+00:00","temperature","21.57","Celsius"
"humidity_sensor_001","2024-11-13T00:35:08.695657+00:00","humidity","49.48","Percent"
"humidity_sensor_001","2024-11-13T00:35:13.553759+00:00","humidity","40.18","Percent"
"humidity_sensor_001","2024-11-13T00:35:06.189765+00:00","humidity","66.99","Percent"
"humidity_sensor_001","2024-11-13T00:35:11.156178+00:00","humidity","54.28","Percent"
"humidity_sensor_001","2024-11-13T00:35:15.905951+00:00","humidity","35.25","Percent"
"temp_sensor_001","2024-11-13T00:35:14.238904+00:00","temperature","22.37","Celsius"
"temp_sensor_001","2024-11-13T00:35:19.482523+00:00","temperature","20.21","Celsius"
"energy_sensor_001","2024-11-13T00:35:21.025270+00:00","energy","2.67","kWh"
"energy_sensor_001","2024-11-13T00:35:26.060189+00:00","energy","1.5","kWh"
"energy_sensor_001","2024-11-13T00:35:17.976291+00:00","energy","1.55","kWh"
"energy_sensor_001","2024-11-13T00:35:23.496856+00:00","energy","3.76","kWh"
"energy_sensor_001","2024-11-13T00:35:31.431837+00:00","energy","4.76","kWh"
"energy_sensor_001","2024-11-13T00:35:36.279774+00:00","energy","0.59","kWh"
"energy_sensor_001","2024-11-13T00:35:28.735977+00:00","energy","2.56","kWh"
"energy_sensor_001","2024-11-13T00:35:33.868516+00:00","energy","2.92","kWh"
"energy_sensor_001","2024-11-13T00:35:38.764249+00:00","energy","1.32","kWh"
"temp_sensor_001","2024-11-13T00:35:32.750171+00:00","temperature","20.23","Celsius"
"temp_sensor_001","2024-11-13T00:35:37.462244+00:00","temperature","24.55","Celsius"
"temp_sensor_001","2024-11-13T00:35:35.061708+00:00","temperature","19.54","Celsius"
"temp_sensor_001","2024-11-13T00:35:39.861119+00:00","temperature","23.49","Celsius"
"energy_sensor_001","2024-11-13T00:35:41.396158+00:00","energy","2.3","kWh"
"energy_sensor_001","2024-11-13T00:35:47.077302+00:00","energy","3.18","kWh"
"energy_sensor_001","2024-11-13T00:35:44.487447+00:00","energy","3.18","kWh"
"energy_sensor_001","2024-11-13T00:35:49.577455+00:00","energy","4.71","kWh"
"temp_sensor_001","2024-11-13T00:35:42.514024+00:00","temperature","23.07","Celsius"
"temp_sensor_001","2024-11-13T00:35:49.366957+00:00","temperature","24.36","Celsius"
"temp_sensor_001","2024-11-13T00:35:46.239196+00:00","temperature","18.27","Celsius"
"temp_sensor_001","2024-11-13T00:35:57.535488+00:00","temperature","19.8","Celsius"
"temp_sensor_001","2024-11-13T00:36:04.402288+00:00","temperature","24.92","Celsius"
"temp_sensor_001","2024-11-13T00:35:54.760027+00:00","temperature","20.25","Celsius"
"temp_sensor_001","2024-11-13T00:36:01.874593+00:00","temperature","21.72","Celsius"
"energy_sensor_001","2024-11-13T00:36:04.233932+00:00","energy","2.47","kWh"
"energy_sensor_001","2024-11-13T00:36:09.609860+00:00","energy","3.39","kWh"
"energy_sensor_001","2024-11-13T00:36:06.864159+00:00","energy","4.57","kWh"
"energy_sensor_001","2024-11-13T00:36:12.687711+00:00","energy","4.88","kWh"
"humidity_sensor_001","2024-11-13T00:36:04.057595+00:00","humidity","35.25","Percent"
"humidity_sensor_001","2024-11-13T00:36:09.579758+00:00","humidity","56.3","Percent"
"humidity_sensor_001","2024-11-13T00:36:06.805264+00:00","humidity","54.51","Percent"
"humidity_sensor_001","2024-11-13T00:36:12.910188+00:00","humidity","35.04","Percent"
"humidity_sensor_001","2024-11-13T00:36:15.711756+00:00","humidity","49.57","Percent"
"humidity_sensor_001","2024-11-13T00:36:21.314403+00:00","humidity","58.18","Percent"
"humidity_sensor_001","2024-11-13T00:36:18.453730+00:00","humidity","36.56","Percent"
"humidity_sensor_001","2024-11-13T00:36:24.038254+00:00","humidity","38.66","Percent"
"temp_sensor_001","2024-11-13T00:36:24.471829+00:00","temperature","19.93","Celsius"
"humidity_sensor_001","2024-11-13T00:36:26.839923+00:00","humidity","58.59","Percent"
"humidity_sensor_001","2024-11-13T00:36:32.090105+00:00","humidity","69.56","Percent"
"humidity_sensor_001","2024-11-13T00:36:36.982559+00:00","humidity","37.36","Percent"
"humidity_sensor_001","2024-11-13T00:36:29.596418+00:00","humidity","32.65","Percent"
"humidity_sensor_001","2024-11-13T00:36:34.505659+00:00","humidity","68.33","Percent"
"temp_sensor_001","2024-11-13T00:36:30.577613+00:00","temperature","18.38","Celsius"
"temp_sensor_001","2024-11-13T00:36:35.298538+00:00","temperature","20.83","Celsius"
"temp_sensor_001","2024-11-13T00:36:40.014845+00:00","temperature","21.78","Celsius"
"temp_sensor_001","2024-11-13T00:36:33.009417+00:00","temperature","19.89","Celsius"
"energy_sensor_001","2024-11-13T00:36:42.868727+00:00","energy","4.5","kWh"
"energy_sensor_001","2024-11-13T00:36:47.699756+00:00","energy","3.78","kWh"
"energy_sensor_001","2024-11-13T00:36:39.515682+00:00","energy","4.93","kWh"
"energy_sensor_001","2024-11-13T00:36:45.185249+00:00","energy","0.88","kWh"
"temp_sensor_001","2024-11-13T00:36:53.054450+00:00","temperature","24.11","Celsius"
"humidity_sensor_001","2024-11-13T00:36:52.393634+00:00","humidity","63.63","Percent"
"humidity_sensor_001","2024-11-13T00:36:57.281205+00:00","humidity","49.4","Percent"
"humidity_sensor_001","2024-11-13T00:36:49.169845+00:00","humidity","50.15","Percent"
"humidity_sensor_001","2024-11-13T00:36:54.875381+00:00","humidity","39.45","Percent"
"temp_sensor_001","2024-11-13T00:36:57.808963+00:00","temperature","22.36","Celsius"
"temp_sensor_001","2024-11-13T00:37:02.653707+00:00","temperature","19.5","Celsius"
"temp_sensor_001","2024-11-13T00:36:55.363371+00:00","temperature","20.6","Celsius"
"energy_sensor_001","2024-11-13T00:37:03.368237+00:00","energy","4.94","kWh"
"energy_sensor_001","2024-11-13T00:37:08.100219+00:00","energy","4.33","kWh"
"energy_sensor_001","2024-11-13T00:37:01.055802+00:00","energy","2.15","kWh"
"energy_sensor_001","2024-11-13T00:37:05.726111+00:00","energy","1.84","kWh"
"energy_sensor_001","2024-11-13T00:37:10.588397+00:00","energy","3.99","kWh"
"temp_sensor_001","2024-11-13T00:37:10.619153+00:00","temperature","20.14","Celsius"
